"2911"	"2"	1
"2911"	"5"	1
"2911"	"8"	1
"2911"	"10"	1
"2911"	"13"	1
"2984"	"4"	1
"2984"	"5"	1
"2985"	"4"	1
"2985"	"5"	1
"2986"	"9"	1
"2986"	"15"	1
"2987"	"5"	1
"2988"	"4"	1
"2988"	"5"	1
"2988"	"6"	1
"2988"	"7"	1
"2988"	"9"	1
"2989"	"5"	1
"2989"	"6"	1
"2989"	"7"	1
"2989"	"8"	1
"2990"	"2"	1
"2990"	"4"	1
"2990"	"5"	1
"2990"	"7"	1
"2990"	"8"	1
"2990"	"10"	1
"2990"	"11"	1
"2990"	"13"	1
"2990"	"14"	1
"2991"	"2"	1
"2991"	"4"	1
"2991"	"7"	1
"2991"	"9"	1
"2991"	"12"	1
"2991"	"15"	1
"2992"	"9"	1
"2992"	"15"	1
"2993"	"9"	1
"2993"	"15"	1
"2994"	"3"	1
"2994"	"9"	1
"2994"	"15"	1
"2995"	"2"	1
"2995"	"8"	1
"2995"	"14"	1
"2996"	"2"	1
"2996"	"7"	1
"2996"	"13"	1
"2997"	"3"	1
"2997"	"10"	1
"2998"	"4"	1
"2998"	"10"	1
"2999"	"12"	1
"3000"	"10"	1
"3001"	"9"	1
"3001"	"15"	1
"3002"	"5"	1
"3002"	"8"	1
"3002"	"11"	1
"3002"	"14"	1
"3004"	"10"	1
"3004"	"13"	1
"3005"	"2"	1
"3005"	"5"	1
"3005"	"8"	1
"3005"	"11"	1
"3005"	"14"	1
"3006"	"11"	1
"3006"	"14"	1
"3007"	"7"	1
"3007"	"10"	1
"3007"	"13"	1
"3009"	"10"	1
"3009"	"13"	1
"3010"	"6"	1
"3010"	"9"	1
"3010"	"12"	1
"3010"	"15"	1
"3011"	"6"	1
"3011"	"9"	1
"3011"	"12"	1
"3011"	"15"	1
"3091"	"9"	1
"3092"	"11"	1
"3093"	"4"	1
"3093"	"5"	1
"3094"	"6"	1
"3094"	"9"	1
"3095"	"4"	1
"3095"	"5"	1
"3095"	"7"	1
"3095"	"8"	1
"3096"	"3"	1
"3096"	"6"	1
"3096"	"8"	1
"3096"	"11"	1
"3096"	"14"	1
"3097"	"9"	1
"3097"	"15"	1
"3098"	"6"	1
"3098"	"9"	1
"3098"	"12"	1
